all_ids,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
0x7bc3fe18ff1ad52c1604db104260bc885bce8243,0,0,0,0,0,216.412,214.27,207.931,188.371,208.308,245.767,220.524
0x7be2b70b1e6df22d7322b0263599f05559f0abaf,0,0,0,0,0,0,0,0,0,0,0,280.588
0x7beebd5afdd141242071f0359a64f87306d1d7f4,0,0,0,0,0,0,0,0,0,270.865,335.994,256.368
0x7c0f78c1caa155319eb83df1d1e78011ee179fbb,0,0,0,0,0,0,0,0,0,0,373.389,338.692
0x7c20d58349a60ba23adf99f91f0155124005e653,0,0,0,0,0,0,0,0,0,447.888,693.924,634.796
0x7c41f84e6712c900fad12596c77d91ee65b5d112,0,0,551.675,466.75,353.196,468.248,466.206,450.395,318.836,390.238,507.607,518.196
0x7c4993a6b1eff41466342829426745a2250ff283,0,0,0,0,0,105.457,108.70700000000001,95.291,80.124,73.748,80.468,59.825
0x7c5655d6efab225b96dff34d5b9eb211228c5bd5,0,737.831,833.024,772.067,588.964,617.718,620.71,694.495,640.046,641.538,672.294,513.574
0x7c7d3504a98cc83d627e13ac5869341d56b861b2,0,0,0,0,0,136.993,148.574,203.568,110.315,183.187,319.233,269.315
0x7c871ff30ce35bc14a57bb89777b4fe8d2bd3cec,0,0,0,0,0,0,0,0,174.861,211.542,275.696,241.777
0x7c989d5dcfe67fddac59776c1237d7882733f1bb,0,300.598,315.574,189.804,243.93699999999998,254.391,281.14300000000003,279.255,239.216,258.157,298.188,222.451
0x7ca67099f69ea2934913a5e27d56d6ccc4d798f5,0,0,0,0,0,0,0,0,0,0,537.631,525.992
0x7cc8143a8b65d2422f96839008b40404914b16fe,0,0,462.95,569.034,455.992,591.699,544.747,564.582,509.397,444.27,483.469,527.865
0x7cd15573fab3ec573bf0eddfdb3da489189ac728,0,0,0,0,0,410.729,427.472,393.469,316.761,359.613,470.887,551.496
0x7d06a88daa0ed4b7d659210a4e2b5e39b98842b6,0,0,0,0,0,0,0,0,114.95,118.557,109.733,74.571
0x7d3d02b5ba6d2d74b989bae99eaa8d7e620eb8cb,0,0,0,0,136.774,160.89600000000002,157.186,158.113,174.924,193.16,277.721,215.231
0x7d534845c2076940927c0ea46e10809a27275bbe,0,0,0,0,0,0,0,0,224.842,280.698,325.348,260.722
0x7d7ffdad5e7cb6d9eed6e591dbd560539e89a573,0,0,0,0,0,0,0,0,0,233.651,295.15,207.369
0x7d87d8c1e6097c5bce065471a6f7b1359914172f,0,0,0,0,0,0,0,282.239,348.645,206.846,168.217,194.994
0x7d977090c8817ec73dad35d77dfd912ef784633f,0,0,0,0,0,0,0,0,0,188.603,328.285,282.432
0x7d9cb71a26a0a5b6d9723e989a6f7ae06a382180,0,0,0,0,0,0,102.243,118.282,107.887,117.08,147.344,111.233
0x7dc20194b56dee57c8b461049d5282c88eac7885,0,0,0,0,0,0,0,145.28,127.624,134.462,173.706,140.024
0x7dc96a36a232b42d72af18e451222bbf670e24e9,0,0,0,0,0,181.029,179.9,190.765,209.15800000000002,190.472,247.923,201.201
0x7dcae08f1b0185619b11318548d139aed41739eb,0,0,0,0,0,0,255.308,247.963,206.756,153.601,239.262,208.06
0x7dd6402fe1c8e2dbc56fd7ba3c5213e355a1c12d,0,0,285.166,248.798,187.163,228.358,223.155,235.77,213.142,221.657,274.924,266.069
0x7dd7a7b8ee1bec7c44b24f738c752482f6161065,70.401,63.245,66.17999999999999,66.614,55.756,100.43,169.636,172.05100000000002,187.149,225.15800000000002,340.485,229.945
0x7e303b367605176dedec0eae05ad6a7554f97094,0,0,0,0,200.254,214.919,203.043,192.778,204.462,210.248,294.387,325.223
0x7e3c3b09a8dc6e340c9ebdcdc297fcf6eac28af6,0,0,0,0,0,0,170.055,183.044,186.496,177.624,218.26500000000001,178.471
0x7e748b83f2865f5e92e7faf920074ac96d842601,0,0,0,0,0,0,0,0,0,0,364.789,327.474
0x7e76592b070d31e11718dc3e89028e9a9d0b5c55,0,0,0,0,0,0,0,0,0,0,0,84.59100000000001
0x7e85c338db10e2e451952b0f590ac5ca3b9a3861,0,0,0,0,0,0,0,0,85.658,91.22,124.146,97.62
0x7e8b08d764a937d9d7a3909a01371f1ba29957f3,0,0,0,0,0,0,0,530.982,470.841,505.843,573.659,463.379
0x7ea54c884a7af943ec6c38f84c118773d60f3be7,0,0,0,0,0,0,0,0,0,0,419.055,430.99
0x7ec706549e6f427de44a989d9a9e31a362078732,0,0,0,0,0,626.385,713.277,674.482,291.242,311.755,423.054,519.588
0x7eca83a392bd93551a4be6b67deb73e812cabf1d,0,0,0,0,0,0,179.684,164.455,141.008,130.545,175.481,152.363
0x7ed867730fe6943ab9ff304e24c4852467fff749,0,0,0,0,0,167.11700000000002,169.697,50.419,41.859,33.847,209.748,514.9590000000001
0x7ef07befd51b4737a6f40c2ef5b803dbb683627f,0,0,0,0,0,0,0,0,0,0,0,264.156
0x7eff009fe2b4addefa0e64cf9cbbaff6c9ff45b0,0,0,0,0,0,0,227.746,250.51,236.354,231.845,285.028,200.621
0x7f0749eedc88ddc47100823061c8a071ac3ed8e7,0,0,0,0,0,0,173.346,170.419,173.927,184.605,254.451,229.799
0x7f0dbebc3f0798334228f3a36a3f93b6a0813701,0,121.134,97.509,97.182,73.02,95.35900000000001,100.633,104.929,84.231,81.003,41.897,15.541
0x7f19eacc4dd33a60f4e197c9eb67a21c747fac8f,0,0,0,0,158.961,194.77,219.482,233.123,206.58,177.627,184.161,168.594
0x7f654ba39ba6335c112a397df3a186cf04320d89,0,0,0,0,79.02,88.541,100.495,100.682,82.213,85.453,101.345,86.75
0x7f96d369f30d5705081b66d6c53804a348e2574b,0,0,0,207.826,162.652,162.511,225.925,225.75300000000001,212.733,225.764,255.267,191.638
0x7f97d411159354c5f3d6ea6795c8ebe5f52fdab5,0,0,0,0,0,0,0,0,0,477.394,612.077,541.876
0x7f98f22d6f20357145e9c87f3235ee94e576fc2a,0,0,0,0,0,0,0,186.03,175.568,241.451,285.186,187.698
0x7fb56e60e4ba69b8ce5f712751a660b7fb4a445d,0,0,0,0,0,0,0,0,95.614,112.86200000000001,165.427,247.305
0x7ff933dd6c4e142d3fa4f5a5b4803551e41da297,0,0,0,0,0,0,0,0,236.394,245.912,309.06600000000003,269.621
0x800c9648a84c44cf1a1b0a0ada6283495a69fe8b,0,0,0,0,0,0,0,0.72,0,0,0,0
0x80116e791f85fb642b290fb1f44f767e14fe8cf2,271.808,104.799,144.757,225.601,200.436,234.594,214.615,218.314,180.606,75.18,191.566,99.354
0x803507f6852c7ab811a888efb6be0bb37ed6be97,0,0,225.804,205.84,108.61,186.795,195.644,193.451,129.905,174.579,201.505,173.496
0x8054044190a91bec0d3791be60dfc6673da1fb63,0,0,0,0,0,0,254.77800000000002,239.389,226.373,211.412,257.737,70.58
0x8055682394c9bd4777eae1206ddf45729da72cec,0,0,0,0,0,126.513,153.157,179.692,156.71,95.394,170.825,137.613
0x8056a9c7dfd5b10fda8336580fc7e00b6c80e7c4,0,0,0,0,0,62.875,55.132,47.138,16.338,5.34,13.3,0
0x807ca2dd404db916a3226de275d351307b3cb081,0,0,0,0,207.432,219.065,223.882,133.831,181.389,159.906,260.068,262.126
0x80c5f114cde8f18eb98ae2efe9e4d489b29c2b6b,0,0,0,470.27,325.76800000000003,256.76,242.333,226.058,273.534,355.555,586.891,529.49
0x8103085fb9fddf3ef14ab91cfe90ed4ca33e0bfe,0,0,0,220.675,187.254,204.787,224.929,225.632,214.307,206.541,320.213,229.421
0x81059916e32c06a013cb3ed64935a102b07e84f8,0,0,0,0,0,0,0,0,0,0,0,496.204
0x8111e410618c3c4800f37ab3c3ef0167e00e8eb8,0,0,0,0,0,0,0,403.935,370.904,388.053,566.156,495.48900000000003
0x813c3670429901d6727ef4ab4094fc579232e7cb,0,0,0,176.177,128.446,145.057,150.837,157.848,142.6,151.171,209.504,154.547
0x8141e3a853acfc897c73d99955ab04e3b539401b,0,0,0,0,0,0,0,0,0,0,441.238,326.803
0x814308894f7032d5698b139db08d23e1002122e6,0,0,0,0,78.273,144.443,56.624,82.61,65.646,121.497,955.8439999999999,1055.023
0x815788ad77e23a3da516a155913efe71e23c3c8c,0,0,315.2,294.76,246.29,283.104,280.168,283.954,249.2,267.666,333.19,347.27
0x816323041f4e9e6205a1f599a65e82d5c7a764ad,0,0,0,0,0,409.64,338.098,246.573,371.088,329.185,392.242,370.15
0x816dc67d319f5060102ec34e8f39017e2bbf6f67,0,0,0,0,0,0,0,203.702,180.698,312.931,762.314,728.737
0x816eb3353c77ae51f17e97fd96faa1fab5b7ce85,0,0,0,0,0,0,0,91.052,24.195,68.723,111.901,104.124
0x8171516fa7ee9004e4c9f3de70b533a82329f5ea,423.807,363.336,365.467,308.265,235.876,275.899,297.159,269.565,297.052,262.63100000000003,377.429,295.00600000000003
0x817292b82741b453dbd3be6896b165134646101e,0,0,281.621,246.802,207.329,234.138,234.226,213.586,224.577,237.398,294.717,240.481
0x81886afb0168665ab1ae64ae171b776cb16952fc,0,0,0,290.06,256.9,323.207,212.926,310.478,333.8,305.387,364.118,321.8
0x81891c8f0193bbd6b1937fd1b66db9ac1a8db7a7,0,0,0,0,0,0,0,0,0,0,0,134.266
0x818d8869f943c75fb64896cc5f904877b9ec1635,0,0,0,0,0,302.589,271.173,272.032,268.271,238.369,308.19100000000003,237.95000000000002
0x8196dd99760e745a8e03cf7009bae6991702ff99,171.583,164.092,165.367,135.574,122.167,141.183,140.25,154.18,127.438,129.547,146.45,123.14
0x81979caf5de35d79dc243c687f6cfdeeb32db11d,0,0,0,0,0,0,0,0,0,0,0,670.805
0x81a507a4bb95fcb07fb11f5f905ab1d1297460d8,0,0,0,0,112.864,151.3,105.97800000000001,121.968,87.203,114.19500000000001,110.259,115.10000000000001
0x81b467a40677c1aef147d9887096f763bca199ab,0,0,0,0,0,0,0,0,268.053,286.452,489.678,415.76599999999996
0x81c1a5dc8175113613abfe0a87b37064578510c7,0,0,0,0,233.211,254.208,227.20499999999998,222.159,225.47,267.838,440.206,422.391
0x81f4993b2c327011f963df1ba21015fda49b3205,0,151.899,119.68900000000001,112.955,90.927,93.53,94.072,98.25,84.37,83.356,125.199,105.115
0x81f7e78d46642912f359ddb5d38578a3662d7ddf,0,0,0,0,0,0,0,0,328.165,303.775,362.836,264.709
0x81fa8eddb2b09393d3719984ca5520cb50f45efd,0,0,0,0,0,0,0,0,0,0,0,0
0x81fb248162f2d61eb9e6ed2333bca74f8c4aeeb4,0,0,0,0,0,0,0,0,464.942,449.182,421.333,406.678
0x81fb7fb7a719da46eabcbd56aa79ee2ae8e35ca7,0,0,0,0,0,0,0,0,0,0,0,244.137
0x820880ce6f5fc07f0033c8eec65909bfe4f76e50,0,213.667,222.278,214.029,180.137,199.131,197.462,202.772,171.468,176.04500000000002,216.156,175.371
0x82229258b7fe630562bbafad22f0f1edf69cbab1,0,373.841,337.162,314.775,248.332,302.52,305.813,275.151,302.994,318.766,369.286,298.666
0x8225b257257b4a258867246b4419d41874081c85,0,0,0,0,0,0,0,0,0,191.732,265.516,220.13
0x822fe884f5786be96dcd7e8f72a22b2133ec67be,413.23,363.534,358.128,259.938,205.351,235.566,246.26,255.28900000000002,301.749,359.394,414.314,350.01800000000003
0x823ced17dbb0572ddce6c5ae3c9a6b567f22d2de,0,0,0,0,0,0,0,0,0,0,153.731,127.934
0x8248fdb31ccbb4cca88ee2e017fb71c8dc7d73db,90.947,90.406,86.404,97.287,84.413,68.15,84.453,82.434,71.995,68.116,68.227,53.337
0x827002f1e3e08ee418b13d82eeb8cbf69d5684b1,0,0,0,0,0,0,0,0,0,90.093,111.394,90.376
0x82705e15d2c1a63208568b4948d28c244ca60966,250.675,236.851,226.584,242.366,161.734,187.631,153.278,194.274,199.763,203.141,241.546,200.244
0x828411cee666b4f1984252ba762d155f83d6a635,368.086,437.75,203.488,285.852,252.005,144.951,273.181,287.806,287.60699999999997,162.822,309.227,269.615
0x8284d2a35c755aa7154d79efbadd6c991d1eb312,0,0,0,0,77.476,81.368,89.462,84.084,93.699,80.105,116.07,92.273
0x82850a359cd131794b29d2c8e46a3de4a6272ace,404.245,367.107,426.702,420.405,315.295,275.753,264.041,257.561,278.817,218.741,289.831,333.253
0x828eb5dafac48d965c1d0d31acdcd801df485d9b,0,0,186.717,184.914,161.346,180.278,189.98,181.745,162.172,169.51500000000001,218.6,218.563
0x82a877e1e94384248008926991be13e4a32694fe,0,104.201,77.511,67.59,53.445,57.07,59.806000000000004,60.736000000000004,57.433,52.861000000000004,83.778,86.276
0x82b0c3fa15f10f3ddcca5a8a63d7f5c64f72ec17,0,44.621,51.623000000000005,51.628,45.536,57.813,58.25,53.458,36.543,33.344,33.417,59.605000000000004
0x82b1bdef2eadeec72a2f983e200900c5a50df842,0,0,0,0,0,0,0,0,0,0,0,351.31
0x82cd59fb4f8b48dd36dee5d7b01699bfeea456c2,0,0,0,0,0,0,0,363.403,368.181,358.735,545.683,332.23199999999997
0x82d0ab1616f079076639c822990187ea23b22e0e,0,0,0,0,0,0,0,0,426.42900000000003,403.443,454.594,309.729
0x82d3e15054df33c76729eb7de89a987b59e8407d,0,0,0,0,0,0,0,182.013,153.59,161.781,180.987,181.296
0x82e7696d52dd3a77f44d9fe808ef98b614a98e05,0,0,0,0,202.382,205.677,199.541,223.372,197.287,201.356,289.935,241.201
0x82e8d230daaf55caa6d39dfd5847c46f63820298,0,512.41,546.251,518.126,414.891,429.314,448.50600000000003,501.991,406.901,409.213,562.022,410.48400000000004
0x82f993c31a2cf4b22628fd1897745ff7b2ea3daf,0,0,0,0,0,0,0,0,0,0,0,87.656
0x82ffc7c584d9ae10b3908d29b08e8d2a20e114f5,0,0,0,0,0,0,17.884,19.454,18.313,66.189,99.451,87.906
0x83102d951f508e0fb9325d5d342371507761d011,0,0,0,0,0,0,0,0,0,0,290.057,228.776
0x8326caf9bb5fec72b8c041cfce0d76c78adfd6e7,0,0,0,525.749,461.175,489.30600000000004,535.467,537.346,498.42,515.258,615.27,524.986
0x8328aad3831484afeebcf0a04c463db6f7fdd41e,0,0,0,0,0,0,0,0,0,171.822,205.495,161.573
0x834b4e5551f0c72d3fd5943a6340de1848850f92,0,0,0,0,0,0,57.146,10.828,74.2,98.239,112.651,89.97
0x837896478e4125fba463ca861453cbf98c6d7a9a,0,0,0,0,0,0,0,0,0,0,0,127.893
0x837b91fdb53e2c49239b15ce1571e33cbe5133ce,0,0,285.571,287.251,205.241,324.865,269.36,228.78900000000002,300.562,290.754,335.589,272.157
0x837c2bcce5153dd9091597548d59df719fc881db,0,0,0,0,0,0,0,0,0,0,205.88,206.312
0x8387bf74a6d3ee836fe8c5ccdff42ce39f53ca83,0,0,0,276.392,246.652,241.687,275.981,265.169,182.25900000000001,275.108,271.176,316.337
0x83a00e6f8cc5b58e5cb96c77b5335f48e6511b02,0,0,3.101,12.613,44.550000000000004,199.635,197.455,165.324,235.334,237.555,304.164,221.233
0x83a45d14375a6edbef47351f9e75bf1a18091ba0,0,0,0,0,0,150.417,138.056,135.385,119.417,114.345,145.081,124.275
0x83a60f44496d3e8cbda1c6326cf6c4a68ba58c09,0,0,0,0,0,0,0,0,0,170.851,213.406,136.676
0x83c49a8cb95daaacfea9953d5aca5f4b608f9230,0,0,0,0,0,0,0,0,207.863,176.204,392.338,318.805
0x83cc878adeb915ebd453dc0c828df5b7b6fd40b3,0,0,0,0,0,0,0,0,0,306.331,344.096,314.543
0x83d388211a8e897daff9f36d098986a65ee1286f,0,0,0,0,0,0,0,0,0,0,257.23,221.20600000000002
0x83f4fc39e9254f3a408a7b5df883b7fb5b771fdf,0,0,0,0,0,0,0,0,0,0,0,213.505
0x83f5e14e1df1d2ceb0597fadf4ff7e4ae07e6c90,0,0,0,0,0,0,0,0,0,246.644,293.579,249.885
0x8408a953f6ccb75bd8487ecf02f090f57f12ca98,0,0,0,0,0,170.836,122.44200000000001,135.556,162.8,158.945,185.494,184.413
0x840df4b2b7cb0178ad4b33cb7df34324bd72e757,0,0,0,0,0,281.836,273.73,327.942,318.748,284.862,309.141,281.966
0x8413d8d1dcbc600f245ab3033fb1d1de50b70277,0,0,0,0,0,173.094,166.782,167.269,127.70100000000001,126.233,182.84,145.446
0x841ba8547e02699e4162cdc6e0dface91e8784aa,0,0,0,0,0,0,0,0,0,232.335,288.078,261.79
0x843a019fb54768863e391ff534aedfe02ddf1c37,0,0,0,0,0,0,0,0,62.509,80.415,108.813,53.39
0x843fed762825bfdc1f8f07349d425fd5c7b4cd1e,0,330.222,331.406,141.408,110.574,103.238,78.81,41.345,224.876,225.171,389.791,5.643
0x847a6661417de58e2f9ce09292491d04cce1d166,0,0,0,0,0,0,0,0,137.496,144.505,260.831,269.099
0x847e2a3cf8d0d01c4dc9142950ef7ae30955d202,0,0,0,0,0,0,0,0,229.573,284.587,634.949,552.317
0x848955e829b78a32451d72065a90961a0bb81fee,0,0,0,0,0,0,0,0,161.312,163.229,186.32,152.245
0x84ae3f08936388d19304e25bfc2d0bfe681ee0b4,0,0,0,0,0,135.979,139.788,127.681,110.471,133.985,155.505,93.302
0x84c98a637c6be967e018696c2af60c1051c46b48,0,603.794,351.732,232.234,160.03900000000002,143.887,153.921,187.619,139.50900000000001,200.635,333.536,512.845
0x84de4f44d96e76e8ce52acb6ea101e3a03519b76,0,0,0,0,0,129.238,119.83200000000001,131.351,94.178,123.827,157.165,125.16
0x84f0ced6c7658bad4f97ea421d5eb4590977fad0,0,0,0,0,0,0,306.403,219.446,270.387,281.805,349.906,474.8
0x84fc0195f6718c274f69452ed7369476984a37c7,230.262,251.986,238.00300000000001,210.572,177.448,197.927,196.697,230.589,179.773,178.654,225.625,209.425
0x8504eae5e1ab68f7667a0954482aa9b9ff33f1af,0,0,0,0,0,0,0,0,0,169.453,207.578,193.171
0x85158551252b91f07bb04cb9a19002ecf7c482f4,0,0,0,0,171.913,155.686,172.702,180.923,151.576,163.913,178.369,151.11
0x853466df1eeb44186ace7ed3c6229dedaf89c6a7,0,203.026,180.122,151.997,123.49600000000001,148.313,140.958,142.808,130.755,135.15200000000002,195.43800000000002,175.02100000000002
0x8534a9b18d9bc9705dadabd5d6fcea72704b878b,0,282.39,249.134,240.01,176.703,242.93,189.166,222.275,203.5,181.311,228.504,192.09
0x856d4ba3b28e91865ce6392986ea8f3cadb936f0,0,0,0,0,0,0,0,0,0,0,187.617,130.623
0x856eeacbc65db5938afa9acac258d014d11c033a,0,0,0,0,143.816,339.523,345.484,341.335,220.169,252.61,238.107,260.48
0x8594629a224eed965ab0222613eefb88781ac784,0,0,0,0,0,59.839000000000006,8.258,0,0,0.001,0.001,61.608000000000004
0x859a42ff2ca24588ee13b718ec4b8ae824e57055,0,0,0,0,227.43200000000002,185.113,166.17600000000002,153.315,159.155,193.40200000000002,273.386,236.25300000000001
0x859af34be6f44ef74acfd355a8e692c9f846b863,738.901,614.878,501.253,190.356,105.95100000000001,112.206,119.819,117.502,115.885,126.419,565.563,581.527
0x85a365415b4d38c3752f20154619ce300b9fff8b,0,0,200.415,156.605,116.247,137.637,112.73,115.58800000000001,129.382,115.006,171.553,100.682
0x85abc7037c03cf2f0a63b2ba9107508d5c59ed93,0,0,0,0,0,0,0,287.127,218.356,224.247,256.673,203.327
0x85acce4007c7d2f49520bd9f0974a278550e1609,120.163,103.485,103.621,111.073,80.333,108.452,118.373,111.34100000000001,91.157,89.476,110.599,96.68599999999999
0x85c47490488d7c3b89ff94842db9e5e978d30bc7,0,0,0,154.63400000000001,124.785,143.275,116.976,142.323,120.875,106.164,153.835,111.887
0x85c7e8ca3bfe4f59d325f6ad9861f67fe5dc5e1b,0,0,0,0,151.858,196.465,180.139,169.022,206.01,187.371,253.266,243.965
0x85ca2775208a6a8e9c166ac12b07e59c0a348d7e,0,0,0,181.221,175.149,194.313,175.505,185.063,149.632,155.338,190.514,175.343
0x85e64efeb35abbaafbcbef4b0e7907abb1057ca4,0,0,0,0,0,0,0,361.982,412.345,285.574,365.879,331.419
0x860cf5ce96642cfb66fa124e572c6792f6f3da90,0,0,0,0,0,0,0,0,0,0,227.98,223.55
0x86413c85d30f942d464af196cfbf007487c67e89,0,0,0,0,0,291.849,265.38,340.766,419.377,358.678,524.99,476.652
0x8641d61573faed0a4faa46da35e1a51f8e54a139,242.442,211.564,193.06,196.56,193.743,202.034,204.247,193.01,182.142,215.401,221.65800000000002,196.691
0x8643d2102a2dfac414fa6777a143baa2a7fe1b45,0,0,0,0,0,0,0,0,0,117.836,139.781,128.615
0x866f47864ad46756755708467a8f20fe130fcf19,86.847,85.144,95.611,91.648,86.917,104.93900000000001,18.261,18.846,16.351,15.391,25.166999999999998,25.169
0x86978ba1a5c8252e61d55dee87482cb72c3f896e,0,0,0,0,0,0,142.436,137.624,142.434,84.766,379.523,208.17
0x86b405e05d9d897b6239a86c77550c9da1da7eb5,0,0,0,0,0,0,0,0,0,0,0,256.603
0x86c522aab4ed9b829ad303bad8bf60ee30e403f0,0,0,205.122,210.747,140.931,176.196,175.869,183.624,181.834,167.88,211.804,182.495
0x86d58a28cf0924a71c7e6c8d34bfbd76207a15d7,0,0,0,0,0,143.02100000000002,142.193,129.842,118.046,112.217,128.721,104.659
0x86d893266f961d8587d6e5102051c280106949ea,0,0,348.348,306.449,249.684,251.351,262.502,265.255,198.51,256.14300000000003,212.798,310.117
0x86e51115909cc37b53f3dfa0be034b148654b814,0,0,0,0,0,0,0,0,81.237,97.185,141.743,146.325
0x86ec8e65a7c787bcbcf1a63ea1d479d8533a5463,0,215.972,206.478,186.549,139.976,133.606,138.55100000000002,132.603,111.60000000000001,91.403,145.122,111.165
0x8751cd1e84d1b0a6b2fb276bf45ce568839e78a4,0,0,363.519,342.829,231.397,210.186,207.568,202.525,256.124,259.642,360.83,318.179
0x87704a526ac610cbe53dc3147ba9dfa4132cff13,0,0,0,0,0,0,0,0,0,0,0,193.403
0x877c1fe410cae5c78ec76994a07c6b49768d8fcb,0,0,0,0,0,0,0,85.468,83.042,77.735,106.854,94.139
0x877f45d65912401ff1221e869c69d68a74fecbf1,0,0,0,0,0,0,0,0,0,0,94.947,77.645
0x878f3a699afde4807f148e5111b00c28ab56ae12,189.421,169.645,174.809,166.389,136.659,165.849,162.013,172.369,130.947,125.598,160.509,136.452
0x878fd99542504ffa2d752e53ee850aa35cd20d56,0,0,0,0,0,0,0,0,0,0,467.746,857.073
0x87934e86a878fba2ccf696882496fbd6abba547d,0,0,0,0,0,260.812,230.685,196.309,236.03300000000002,176.061,189.993,161.963
0x87953a2f821299003b7218efbcf09bbf68d10e8f,0,314.466,483.904,542.489,373.652,345.197,312.099,357.317,349.558,258.692,294.075,268.752
0x87b018bdcbedd82a8a77d5e142daf23bfc685090,0,807.68,945.284,906.059,589.482,413.63100000000003,420.229,418.734,457.951,407.787,887.551,782.138
0x87b8afc2d05206349fa88fae2184e2a2b755773d,0,0,0,0,0,0,0,0,0,0,145.245,117.539
0x87c7335884b4495e1bd14e6d28b6325313fd9661,0,0,0,0,0,0,0,0,219.971,222.084,598.556,1038.196
0x87c8b35490e680b1268d62dcad16864ad54fbeb0,248.122,157.892,157.557,129.601,104.955,125.982,115.998,118.112,103.345,122.438,165.063,137.733
0x87ca96e8086287c4151059bb5ce78cf48014086d,0,0,0,409.22,325.963,422.673,448.966,418.07800000000003,374.66,333.706,435.406,915.217
0x87ceb5d49b3a2f6e4e533f435d624844b2ef47c9,0,0,0,0,0,0,0,200.472,174.826,128.744,157.588,133.833
0x88063d4393b5e679d58fa4fafc51ade337e83cee,0,0,0,0,226.513,173.935,210.089,206.005,212.80700000000002,230.923,264.381,235.714
0x886e9dedb071d219aba5082357d906f4f1b9c61d,0,0,0,0,0,0,0,0,0,270.705,318.416,197.866
0x88a4939163bb2d3b8562e6634f6a0d62dfad1e64,314.342,218.506,221.988,223.335,164.135,194.06,185.62800000000001,135.316,126.965,128.276,155.534,127.243
0x88ca76d12cebd957250baa9352f9171f387b01f4,0,0,0,0,0,0,0,0,0,0,220.07500000000002,194.946
0x88db05f3e136f1a585d87e162166bb5a63d18e33,0,0,0,0,201.64600000000002,182.719,202.393,101.493,176.385,186.601,316.241,373.609
0x88df31580e930d1a6c3b579921ed7163e0457516,0,239.111,272.498,248.506,200.198,205.03300000000002,210.001,193.282,191.185,204.856,285.948,207.934
0x88fc9ea558b9a98e3fc91ec0044b3c83ac630790,271.938,184.87,225.811,257.349,203.42700000000002,215.722,200.801,199.35,152.436,255.466,354.582,299.599
0x8925f18a4cdf92622c71cd00e31a91e6a2659305,0,0,202.791,186.106,119.758,144.02100000000002,133.038,175.214,131.988,192.321,205.449,249.633
0x8926bc680e396dee9d257a0963527b77f1925c36,0,0,0,124.748,102.327,101.426,114.923,107.176,108.886,100.863,133.119,83.138
0x8952d9030bfc223bdbb7bd68a545787f6ce08654,0,0,0,0,0,0,0,0,0,302.151,320.942,274.12
0x898115486fbd5c554262bc9dc82db997e49406aa,0,0,226.173,198.355,131.884,191.145,204.869,220.222,136.995,205.425,250.402,253.292
0x898e4926ca13f9440a797c4ec49d3b29540be53b,0,0,0,225.876,187.135,215.99200000000002,176.894,209.12800000000001,194.78300000000002,194.299,200.689,179.947
0x89902beceb1ed54170a26e1454eb5f74ea1d3f26,0,0,0,252.371,198.768,232.71699999999998,232.917,228.483,227.925,234.457,314.45300000000003,231.583
0x899d4cbf9e4f902a2ab99d9a5839c696981dbfbb,0,0,0,0,0,0,0,0,229.755,249.719,303.619,255.297
0x89a10e428c00d0b59c56e544e61882c9ff4c0fd0,0,0,0,0,0,0,165.276,157.321,157.937,159.537,215.681,184.715
0x89a46feebd2c3291c6f043e3b1bc9635fea0fd22,0,0,0,0,0,0,0,0,343.341,303.953,447.231,263.994
0x89a961aead6f07837ee6678e9e7492b7d2e1dbb4,0,0,0,0,0,0,0,0,0,148.486,216.717,180.931
0x89b602fcaf8d3f35508eb9d4d5d2b543e3c116fa,0,0,0,0,0,0,0,0,0,0,0,274.455
0x89c131c4d0741b7787a5edbcb91e2e70a429fd1b,0,0,0,0,0,134.613,109.194,138.30100000000002,123.915,177.558,214.094,224.704
0x89d06e1e9ab7cfc818b270bb618a1183084532c9,0,424.886,417.068,373.98,229.435,263.578,296.589,258.002,227.85999999999999,257.80400000000003,460.329,408.615
0x89f49ea1eeb237f188185d5dc021bc174700e717,0,0,0,0,0,0,0,163.669,166.899,188.13400000000001,205.691,206.1
0x8a0f04498344480d2d659e5241b95aea2e3bfc62,0,0,0,0,0,0,0,0,0,0,0,328.60200000000003
0x8a4aec531ca47c8dcacc77db4825395bb692be17,0,173.833,183.631,165.327,138.341,199.867,197.016,207.902,184.622,178.415,229.707,183.705
0x8a7da43eb89dff963f22d25d9be014b1a556b743,0,0,0,0,0,0,0,0,0,256.902,400.544,493.531
0x8a91d8965e4b0565793dccbeb84831620aa5ec57,0,0,0,0,0,0,413.738,420.589,339.621,342.485,386.53,330.24
0x8abd03682a5a320dde634b6b70a4b1a3f8fb4c37,0,0,0,0,0,299.487,299.839,371.847,351.985,292.525,451.172,392.485
0x8ade374e32b00da63d73854cd50715621309cf7a,0,0,0,0,0,0,0,171.853,160.27700000000002,137.161,166.368,133.099
0x8af6a4d9bf889f310b897dddfac2d669b945c548,0,0,0,0,0,0,0,0,0.513,1.9949999999999999,48.603,268.814
0x8b356095b6de0c4aa96a88c864294115351fba89,0,0,0,0,0,0,0,108.717,108.453,133.15800000000002,280.152,304.41
0x8b3c4ef2d545dac949d7cdb0a815f843569ae08e,0,0,0,0,0,0,0,310.626,263.999,227.365,274.57,291.482
0x8b4f8c23283e3b017ac17071c4125fdef32c76ad,0,0,0,0,0,0,0,0,154.064,197.997,283.319,246.904
